dataset_row_id,source,campaign_id,template_id,segment_id,target_id,age_bracket,gender,education,clicked_flag,baseline_pred_clicked_flag,baseline_pred_probability
697,synthetic,23,3,19,662,35-44,F,Universitaria,0,0,0.39986819887576186
467,synthetic,15,2,5,432,18-24,M,Secundaria,0,0,0.4109650466779636
1281,synthetic,42,5,14,1246,25-34,M,Tecnica,0,1,0.6446195008583862
4,observed,1,1,1,2,18-24,unknown,Universitaria,1,1,0.6549327991137245
205,synthetic,6,1,4,170,18-24,F,Posgrado,0,1,0.537487152301824
2360,synthetic,78,8,10,2325,25-34,F,Tecnica,0,1,0.6882106892188856
1418,synthetic,47,5,12,1383,25-34,F,Posgrado,0,1,0.6492509078654786
135,synthetic,4,1,35,100,55+,F,Universitaria,0,0,0.36161421570787755
1129,synthetic,37,4,16,1094,25-34,M,Posgrado,0,1,0.5162730689882201
2149,synthetic,71,8,22,2114,35-44,M,Tecnica,0,0,0.48886679777427267
889,synthetic,29,3,22,854,35-44,M,Tecnica,0,0,0.4542830115196123
1341,synthetic,44,5,20,1306,35-44,F,Posgrado,0,1,0.5318492665153154
2287,synthetic,76,8,39,2252,55+,M,Universitaria,0,0,0.24732334072268788
2327,synthetic,77,8,16,2292,25-34,M,Posgrado,0,1,0.5289141796499319
2273,synthetic,75,8,11,2238,25-34,F,Universitaria,0,1,0.5550272023699567
39,synthetic,1,1,8,4,18-24,M,Posgrado,0,0,0.4506861699913576
81,synthetic,2,1,3,46,18-24,F,Universitaria,0,0,0.4768464209720865
263,synthetic,8,1,7,228,18-24,M,Universitaria,0,0,0.39154802793989124
1543,synthetic,51,6,15,1508,25-34,M,Universitaria,0,0,0.44462607575749746
701,synthetic,23,3,19,666,35-44,F,Universitaria,0,0,0.39986819887576186
647,synthetic,21,3,18,612,35-44,F,Tecnica,0,1,0.5410943594438749
1527,synthetic,50,5,35,1492,55+,F,Universitaria,0,0,0.35138041189071156
745,synthetic,24,3,1,710,18-24,F,Secundaria,0,0,0.473505839550065
847,synthetic,28,3,29,812,45-54,M,Secundaria,0,1,0.5154592203587519
1625,synthetic,53,6,27,1590,45-54,F,Universitaria,0,1,0.5328658644065106
1741,synthetic,57,6,5,1706,18-24,M,Secundaria,0,0,0.3987567562836669
2109,synthetic,70,7,14,2074,25-34,M,Tecnica,0,1,0.5631921747362878
106,synthetic,3,1,35,71,55+,F,Universitaria,0,0,0.36161421570787755
2221,synthetic,73,8,6,2186,18-24,M,Tecnica,0,0,0.483383230036414
1692,synthetic,56,6,29,1657,45-54,M,Secundaria,0,1,0.5263290738737817
1942,synthetic,64,7,30,1907,45-54,M,Tecnica,1,1,0.5646509517024602
2336,synthetic,77,8,16,2301,25-34,M,Posgrado,0,1,0.5289141796499319
1588,synthetic,52,6,29,1553,45-54,M,Secundaria,0,1,0.5263290738737817
181,synthetic,5,1,38,146,55+,M,Tecnica,0,0,0.4144181074325664
391,synthetic,12,2,8,356,18-24,M,Posgrado,0,0,0.391989774281954
1231,synthetic,40,4,12,1196,25-34,F,Posgrado,0,1,0.6018655859421214
2325,synthetic,77,8,16,2290,25-34,M,Posgrado,0,1,0.5289141796499319
1827,synthetic,60,6,29,1792,45-54,M,Secundaria,0,1,0.5263290738737817
1225,synthetic,40,4,12,1190,25-34,F,Posgrado,0,1,0.6018655859421214
1607,synthetic,53,6,27,1572,45-54,F,Universitaria,0,1,0.5328658644065106
851,synthetic,28,3,29,816,45-54,M,Secundaria,0,1,0.5154592203587519
1928,synthetic,64,7,30,1893,45-54,M,Tecnica,0,1,0.5646509517024602
469,synthetic,15,2,5,434,18-24,M,Secundaria,0,0,0.4109650466779636
1737,synthetic,57,6,5,1702,18-24,M,Secundaria,0,0,0.3987567562836669
1016,synthetic,33,4,29,981,45-54,M,Secundaria,0,1,0.5374362906972365
1237,synthetic,41,5,34,1202,55+,F,Tecnica,0,0,0.4894481704683834
1033,synthetic,34,4,14,998,25-34,M,Tecnica,0,1,0.5969968667833129
1264,synthetic,41,5,34,1229,55+,F,Tecnica,0,0,0.4894481704683834
425,synthetic,13,2,38,390,55+,M,Tecnica,0,0,0.35737219156027084
1795,synthetic,59,6,38,1760,55+,M,Tecnica,0,0,0.34582126198072544
356,synthetic,11,2,14,321,25-34,M,Tecnica,0,1,0.5984536309396917
421,synthetic,13,2,38,386,55+,M,Tecnica,0,0,0.35737219156027084
194,synthetic,6,1,4,159,18-24,F,Posgrado,1,1,0.537487152301824
620,synthetic,20,2,1,585,18-24,F,Secundaria,0,0,0.497037993774386
564,synthetic,18,2,29,529,45-54,M,Secundaria,1,1,0.5389420791715934
1632,synthetic,54,6,31,1597,45-54,M,Universitaria,0,0,0.4460913797700404
1734,synthetic,57,6,5,1699,18-24,M,Secundaria,0,0,0.3987567562836669
2093,synthetic,69,7,25,2058,45-54,F,Secundaria,0,1,0.5888746447293228
1690,synthetic,56,6,29,1655,45-54,M,Secundaria,0,1,0.5263290738737817
2386,synthetic,79,8,21,2351,35-44,M,Secundaria,0,0,0.427168309247259
1567,synthetic,52,6,29,1532,45-54,M,Secundaria,0,1,0.5263290738737817
1388,synthetic,46,5,29,1353,45-54,M,Secundaria,0,1,0.5872308597586173
971,synthetic,32,4,37,936,55+,M,Secundaria,0,0,0.3011726353464298
1908,synthetic,63,7,37,1873,55+,M,Secundaria,0,0,0.27278067073087736
1386,synthetic,46,5,29,1351,45-54,M,Secundaria,0,1,0.5872308597586173
1053,synthetic,34,4,14,1018,25-34,M,Tecnica,0,1,0.5969968667833129
1172,synthetic,38,4,12,1137,25-34,F,Posgrado,0,1,0.6018655859421214
1405,synthetic,46,5,29,1370,45-54,M,Secundaria,0,1,0.5872308597586173
740,synthetic,24,3,1,705,18-24,F,Secundaria,0,0,0.473505839550065
1078,synthetic,35,4,19,1043,35-44,F,Universitaria,0,0,0.42120103233862183
1874,synthetic,62,7,16,1839,25-34,M,Posgrado,0,0,0.4815771728390116
189,synthetic,6,1,4,154,18-24,F,Posgrado,0,1,0.537487152301824
422,synthetic,13,2,38,387,55+,M,Tecnica,0,0,0.35737219156027084
1776,synthetic,59,6,38,1741,55+,M,Tecnica,0,0,0.34582126198072544
297,synthetic,9,1,16,262,25-34,M,Posgrado,0,1,0.5774297411288358
577,synthetic,19,2,28,542,45-54,F,Posgrado,0,1,0.6047352669230481
1042,synthetic,34,4,14,1007,25-34,M,Tecnica,0,1,0.5969968667833129
1324,synthetic,43,5,7,1289,18-24,M,Universitaria,0,0,0.380972637276223
1914,synthetic,63,7,37,1879,55+,M,Secundaria,0,0,0.27278067073087736
1936,synthetic,64,7,30,1901,45-54,M,Tecnica,0,1,0.5646509517024602
165,synthetic,5,1,38,130,55+,M,Tecnica,0,0,0.4144181074325664
2049,synthetic,68,7,27,2014,45-54,F,Universitaria,0,1,0.509355271766008
1365,synthetic,45,5,31,1330,45-54,M,Universitaria,0,1,0.5076593671812831
1074,synthetic,35,4,19,1039,35-44,F,Universitaria,0,0,0.42120103233862183
1141,synthetic,37,4,16,1106,25-34,M,Posgrado,0,1,0.5162730689882201
1302,synthetic,43,5,7,1267,18-24,M,Universitaria,0,0,0.380972637276223
1515,synthetic,50,5,35,1480,55+,F,Universitaria,0,0,0.35138041189071156
527,synthetic,17,2,38,492,55+,M,Tecnica,0,0,0.35737219156027084
1711,synthetic,56,6,29,1676,45-54,M,Secundaria,0,1,0.5263290738737817
1288,synthetic,42,5,14,1253,25-34,M,Tecnica,0,1,0.6446195008583862
2044,synthetic,67,7,12,2009,25-34,F,Posgrado,0,1,0.5681738850321436
1020,synthetic,33,4,29,985,45-54,M,Secundaria,0,1,0.5374362906972365
775,synthetic,25,3,19,740,35-44,F,Universitaria,0,0,0.39986819887576186
359,synthetic,11,2,14,324,25-34,M,Tecnica,0,1,0.5984536309396917
1036,synthetic,34,4,14,1001,25-34,M,Tecnica,0,1,0.5969968667833129
127,synthetic,4,1,35,92,55+,F,Universitaria,0,0,0.36161421570787755
2110,synthetic,70,7,14,2075,25-34,M,Tecnica,0,1,0.5631921747362878
1079,synthetic,35,4,19,1044,35-44,F,Universitaria,0,0,0.42120103233862183
1168,synthetic,38,4,12,1133,25-34,F,Posgrado,0,1,0.6018655859421214
200,synthetic,6,1,4,165,18-24,F,Posgrado,0,1,0.537487152301824
42,synthetic,1,1,8,7,18-24,M,Posgrado,0,0,0.4506861699913576
15,observed,6,3,1,1,18-24,unknown,Universitaria,0,1,0.6883950066119994
1601,synthetic,53,6,27,1566,45-54,F,Universitaria,0,1,0.5328658644065106
2342,synthetic,77,8,16,2307,25-34,M,Posgrado,0,1,0.5289141796499319
1017,synthetic,33,4,29,982,45-54,M,Secundaria,0,1,0.5374362906972365
791,synthetic,26,3,7,756,18-24,M,Universitaria,0,0,0.3151621339932798
285,synthetic,9,1,16,250,25-34,M,Posgrado,0,1,0.5774297411288358
979,synthetic,32,4,37,944,55+,M,Secundaria,0,0,0.3011726353464298
700,synthetic,23,3,19,665,35-44,F,Universitaria,0,0,0.39986819887576186
883,synthetic,29,3,22,848,35-44,M,Tecnica,1,0,0.4542830115196123
484,synthetic,15,2,5,449,18-24,M,Secundaria,0,0,0.4109650466779636
1927,synthetic,64,7,30,1892,45-54,M,Tecnica,0,1,0.5646509517024602
517,synthetic,17,2,38,482,55+,M,Tecnica,0,0,0.35737219156027084
414,synthetic,13,2,38,379,55+,M,Tecnica,0,0,0.35737219156027084
1932,synthetic,64,7,30,1897,45-54,M,Tecnica,0,1,0.5646509517024602
2402,synthetic,79,8,21,2367,35-44,M,Secundaria,0,0,0.427168309247259
1595,synthetic,52,6,29,1560,45-54,M,Secundaria,0,1,0.5263290738737817
666,synthetic,22,3,7,631,18-24,M,Universitaria,0,0,0.3151621339932798
530,synthetic,17,2,38,495,55+,M,Tecnica,0,0,0.35737219156027084
2279,synthetic,75,8,11,2244,25-34,F,Universitaria,0,1,0.5550272023699567
1300,synthetic,43,5,7,1265,18-24,M,Universitaria,0,0,0.380972637276223
215,synthetic,6,1,4,180,18-24,F,Posgrado,0,1,0.537487152301824
694,synthetic,22,3,7,659,18-24,M,Universitaria,0,0,0.3151621339932798
1305,synthetic,43,5,7,1270,18-24,M,Universitaria,0,0,0.380972637276223
2390,synthetic,79,8,21,2355,35-44,M,Secundaria,0,0,0.427168309247259
1821,synthetic,60,6,29,1786,45-54,M,Secundaria,0,1,0.5263290738737817
1600,synthetic,53,6,27,1565,45-54,F,Universitaria,0,1,0.5328658644065106
1283,synthetic,42,5,14,1248,25-34,M,Tecnica,1,1,0.6446195008583862
563,synthetic,18,2,29,528,45-54,M,Secundaria,1,1,0.5389420791715934
1446,synthetic,48,5,1,1411,18-24,F,Secundaria,0,1,0.546018642315586
807,synthetic,26,3,7,772,18-24,M,Universitaria,0,0,0.3151621339932798
986,synthetic,32,4,37,951,55+,M,Secundaria,0,0,0.3011726353464298
38,synthetic,1,1,8,3,18-24,M,Posgrado,0,0,0.4506861699913576
876,synthetic,29,3,22,841,35-44,M,Tecnica,0,0,0.4542830115196123
1290,synthetic,42,5,14,1255,25-34,M,Tecnica,0,1,0.6446195008583862
2392,synthetic,79,8,21,2357,35-44,M,Secundaria,0,0,0.427168309247259
548,synthetic,18,2,29,513,45-54,M,Secundaria,0,1,0.5389420791715934
124,synthetic,3,1,35,89,55+,F,Universitaria,0,0,0.36161421570787755
2180,synthetic,72,8,39,2145,55+,M,Universitaria,0,0,0.24732334072268788
1969,synthetic,65,7,9,1934,25-34,F,Secundaria,0,1,0.5874377306992353
1207,synthetic,40,4,12,1172,25-34,F,Posgrado,0,1,0.6018655859421214
20,observed,7,1,1,3,18-24,unknown,Universitaria,0,1,0.6549327991137245
483,synthetic,15,2,5,448,18-24,M,Secundaria,0,0,0.4109650466779636
635,synthetic,20,2,1,600,18-24,F,Secundaria,0,0,0.497037993774386
2289,synthetic,76,8,39,2254,55+,M,Universitaria,0,0,0.24732334072268788
302,synthetic,9,1,16,267,25-34,M,Posgrado,0,1,0.5774297411288358
1508,synthetic,50,5,35,1473,55+,F,Universitaria,0,0,0.35138041189071156
40,synthetic,1,1,8,5,18-24,M,Posgrado,0,0,0.4506861699913576
1898,synthetic,63,7,37,1863,55+,M,Secundaria,0,0,0.27278067073087736
1859,synthetic,61,7,36,1824,55+,F,Posgrado,0,0,0.3292874787866965
408,synthetic,13,2,38,373,55+,M,Tecnica,0,0,0.35737219156027084
645,synthetic,21,3,18,610,35-44,F,Tecnica,0,1,0.5410943594438749
1468,synthetic,48,5,1,1433,18-24,F,Secundaria,0,1,0.546018642315586
1452,synthetic,48,5,1,1417,18-24,F,Secundaria,0,1,0.546018642315586
1954,synthetic,64,7,30,1919,45-54,M,Tecnica,0,1,0.5646509517024602
2371,synthetic,78,8,10,2336,25-34,F,Tecnica,0,1,0.6882106892188856
1708,synthetic,56,6,29,1673,45-54,M,Secundaria,0,1,0.5263290738737817
555,synthetic,18,2,29,520,45-54,M,Secundaria,0,1,0.5389420791715934
261,synthetic,8,1,7,226,18-24,M,Universitaria,0,0,0.39154802793989124
627,synthetic,20,2,1,592,18-24,F,Secundaria,0,0,0.497037993774386
725,synthetic,23,3,19,690,35-44,F,Universitaria,0,0,0.39986819887576186
8,observed,3,4,1,3,18-24,unknown,Universitaria,0,1,0.6330934125722122
1393,synthetic,46,5,29,1358,45-54,M,Secundaria,0,1,0.5872308597586173
1507,synthetic,50,5,35,1472,55+,F,Universitaria,0,0,0.35138041189071156
1848,synthetic,61,7,36,1813,55+,F,Posgrado,0,0,0.3292874787866965
782,synthetic,25,3,19,747,35-44,F,Universitaria,0,0,0.39986819887576186
1919,synthetic,63,7,37,1884,55+,M,Secundaria,0,0,0.27278067073087736
1274,synthetic,42,5,14,1239,25-34,M,Tecnica,1,1,0.6446195008583862
1833,synthetic,60,6,29,1798,45-54,M,Secundaria,0,1,0.5263290738737817
1476,synthetic,49,5,11,1441,25-34,F,Universitaria,0,1,0.5921443183833353
2237,synthetic,74,8,1,2202,18-24,F,Secundaria,0,1,0.5081902579145847
1356,synthetic,45,5,31,1321,45-54,M,Universitaria,0,1,0.5076593671812831
279,synthetic,9,1,16,244,25-34,M,Posgrado,0,1,0.5774297411288358
1071,synthetic,35,4,19,1036,35-44,F,Universitaria,0,0,0.42120103233862183
1890,synthetic,62,7,16,1855,25-34,M,Posgrado,0,0,0.4815771728390116
926,synthetic,30,3,2,891,18-24,F,Tecnica,0,1,0.5356388786846132
