dataset_row_id,source,campaign_id,template_id,segment_id,target_id,age_bracket,gender,education,clicked_flag,baseline_pred_clicked_flag,baseline_pred_probability
1169,synthetic,39,4,25,1158,45-54,F,Secundaria,1,1,0.6180708654816294
1484,synthetic,50,5,35,1473,55+,F,Universitaria,0,0,0.3351450093122069
2337,synthetic,78,8,10,2326,25-34,F,Tecnica,0,1,0.689137718307322
2184,synthetic,73,8,6,2173,18-24,M,Tecnica,0,1,0.5703318405451754
1408,synthetic,47,5,12,1397,25-34,F,Posgrado,0,1,0.5749184240726525
1120,synthetic,37,4,16,1109,25-34,M,Posgrado,0,0,0.45699123286027693
895,synthetic,30,3,2,884,18-24,F,Tecnica,1,1,0.5924370376931114
322,synthetic,11,2,14,311,25-34,M,Tecnica,1,1,0.582444950359394
1376,synthetic,46,5,29,1365,45-54,M,Secundaria,0,1,0.6180239668644845
1639,synthetic,55,6,34,1628,55+,F,Tecnica,0,0,0.3728824873941997
212,synthetic,7,1,38,201,55+,M,Tecnica,0,0,0.48297394407387784
2350,synthetic,78,8,10,2339,25-34,F,Tecnica,0,1,0.689137718307322
1819,synthetic,61,7,36,1808,55+,F,Posgrado,0,0,0.2388671761734676
561,synthetic,19,2,28,550,45-54,F,Posgrado,0,0,0.4753148377465076
2384,synthetic,80,8,6,2373,18-24,M,Tecnica,0,1,0.5703318405451754
698,synthetic,23,3,19,687,35-44,F,Universitaria,0,0,0.33176975334992687
1930,synthetic,64,7,30,1919,45-54,M,Tecnica,0,1,0.610452673385737
1244,synthetic,42,5,14,1233,25-34,M,Tecnica,0,1,0.6863657259028538
1981,synthetic,66,7,37,1970,55+,M,Secundaria,0,0,0.263224757628534
1624,synthetic,54,6,31,1613,45-54,M,Universitaria,0,0,0.43573157273396207
1696,synthetic,57,6,5,1685,18-24,M,Secundaria,0,0,0.42382666466906355
1400,synthetic,47,5,12,1389,25-34,F,Posgrado,0,1,0.5749184240726525
303,synthetic,10,1,21,292,35-44,M,Secundaria,0,0,0.4839874878669335
1675,synthetic,56,6,29,1664,45-54,M,Secundaria,0,1,0.5045236720418544
1803,synthetic,60,6,29,1792,45-54,M,Secundaria,0,1,0.5045236720418544
778,synthetic,26,3,7,767,18-24,M,Universitaria,0,0,0.3795488534760203
701,synthetic,23,3,19,690,35-44,F,Universitaria,0,0,0.33176975334992687
233,synthetic,8,1,7,222,18-24,M,Universitaria,0,1,0.5263158376169196
1985,synthetic,66,7,37,1974,55+,M,Secundaria,0,0,0.263224757628534
1286,synthetic,43,5,7,1275,18-24,M,Universitaria,0,0,0.4698843342072722
2137,synthetic,71,8,22,2126,35-44,M,Tecnica,0,0,0.4593831109645533
1022,synthetic,34,4,14,1011,25-34,M,Tecnica,0,1,0.6332252282042902
1207,synthetic,40,4,12,1196,25-34,F,Posgrado,0,1,0.5162048819831176
1031,synthetic,34,4,14,1020,25-34,M,Tecnica,0,1,0.6332252282042902
1332,synthetic,45,5,31,1321,45-54,M,Universitaria,0,1,0.5509650151324413
2049,synthetic,68,7,27,2038,45-54,F,Universitaria,0,1,0.5145732902943181
2239,synthetic,75,8,11,2228,25-34,F,Universitaria,0,1,0.541872180501034
2219,synthetic,74,8,1,2208,18-24,F,Secundaria,0,1,0.5421244860795618
2093,synthetic,70,7,14,2082,25-34,M,Tecnica,0,1,0.5985960470168
1736,synthetic,58,6,5,1725,18-24,M,Secundaria,0,0,0.42382666466906355
1499,synthetic,50,5,35,1488,55+,F,Universitaria,0,0,0.3351450093122069
2064,synthetic,69,7,25,2053,45-54,F,Secundaria,1,1,0.5829532179711919
1921,synthetic,64,7,30,1910,45-54,M,Tecnica,0,1,0.610452673385737
2260,synthetic,75,8,11,2249,25-34,F,Universitaria,1,1,0.541872180501034
1908,synthetic,64,7,30,1897,45-54,M,Tecnica,0,1,0.610452673385737
1605,synthetic,54,6,31,1594,45-54,M,Universitaria,0,0,0.43573157273396207
1870,synthetic,62,7,16,1859,25-34,M,Posgrado,0,0,0.42093878883090646
521,synthetic,17,2,38,510,55+,M,Tecnica,0,0,0.32202861324969806
791,synthetic,26,3,7,780,18-24,M,Universitaria,0,0,0.3795488534760203
1327,synthetic,44,5,20,1316,35-44,F,Posgrado,0,0,0.3965964539427553
2130,synthetic,71,8,22,2119,35-44,M,Tecnica,0,0,0.4593831109645533
547,synthetic,18,2,29,536,45-54,M,Secundaria,0,1,0.5077005453523965
1175,synthetic,39,4,25,1164,45-54,F,Secundaria,0,1,0.6180708654816294
2371,synthetic,79,8,21,2360,35-44,M,Secundaria,0,0,0.37415403364203026
2392,synthetic,80,8,6,2381,18-24,M,Tecnica,0,1,0.5703318405451754
1964,synthetic,66,7,37,1953,55+,M,Secundaria,0,0,0.263224757628534
794,synthetic,27,3,14,783,25-34,M,Tecnica,0,1,0.6016459921656894
2173,synthetic,73,8,6,2162,18-24,M,Tecnica,0,1,0.5703318405451754
351,synthetic,12,2,8,340,18-24,M,Posgrado,0,0,0.3404468249681409
1634,synthetic,55,6,34,1623,55+,F,Tecnica,0,0,0.3728824873941997
1371,synthetic,46,5,29,1360,45-54,M,Secundaria,0,1,0.6180239668644845
222,synthetic,8,1,7,211,18-24,M,Universitaria,0,1,0.5263158376169196
1128,synthetic,38,4,12,1117,25-34,F,Posgrado,0,1,0.5162048819831176
628,synthetic,21,3,18,617,35-44,F,Tecnica,0,0,0.48201217746666825
1209,synthetic,40,4,12,1198,25-34,F,Posgrado,0,1,0.5162048819831176
1135,synthetic,38,4,12,1124,25-34,F,Posgrado,0,1,0.5162048819831176
1645,synthetic,55,6,34,1634,55+,F,Tecnica,0,0,0.3728824873941997
1644,synthetic,55,6,34,1633,55+,F,Tecnica,0,0,0.3728824873941997
636,synthetic,21,3,18,625,35-44,F,Tecnica,0,0,0.48201217746666825
1748,synthetic,58,6,5,1737,18-24,M,Secundaria,0,0,0.42382666466906355
2015,synthetic,67,7,12,2004,25-34,F,Posgrado,0,0,0.4796070027421895
1301,synthetic,43,5,7,1290,18-24,M,Universitaria,0,0,0.4698843342072722
1150,synthetic,38,4,12,1139,25-34,F,Posgrado,0,1,0.5162048819831176
1792,synthetic,60,6,29,1781,45-54,M,Secundaria,0,1,0.5045236720418544
1445,synthetic,48,5,1,1434,18-24,F,Secundaria,0,1,0.59707533929767
845,synthetic,28,3,29,834,45-54,M,Secundaria,0,1,0.527550685218911
206,synthetic,7,1,38,195,55+,M,Tecnica,0,0,0.48297394407387784
970,synthetic,32,4,37,959,55+,M,Secundaria,0,0,0.2925947566211573
2361,synthetic,79,8,21,2350,35-44,M,Secundaria,0,0,0.37415403364203026
2200,synthetic,73,8,6,2189,18-24,M,Tecnica,0,1,0.5703318405451754
127,synthetic,4,1,35,116,55+,F,Universitaria,0,0,0.3872144665679072
1204,synthetic,40,4,12,1193,25-34,F,Posgrado,0,1,0.5162048819831176
1500,synthetic,50,5,35,1489,55+,F,Universitaria,0,0,0.3351450093122069
1284,synthetic,43,5,7,1273,18-24,M,Universitaria,0,0,0.4698843342072722
1293,synthetic,43,5,7,1282,18-24,M,Universitaria,0,0,0.4698843342072722
730,synthetic,24,3,1,719,18-24,F,Secundaria,0,1,0.5056094664592065
1553,synthetic,52,6,29,1542,45-54,M,Secundaria,0,1,0.5045236720418544
1541,synthetic,51,6,15,1530,25-34,M,Universitaria,0,0,0.42357848304329293
1039,synthetic,35,4,19,1028,35-44,F,Universitaria,0,0,0.3620583321082111
881,synthetic,29,3,22,870,35-44,M,Tecnica,0,0,0.4232890639325734
304,synthetic,10,1,21,293,35-44,M,Secundaria,0,0,0.4839874878669335
1389,synthetic,46,5,29,1378,45-54,M,Secundaria,0,1,0.6180239668644845
26,synthetic,1,1,8,15,18-24,M,Posgrado,1,1,0.5037575453369451
1054,synthetic,35,4,19,1043,35-44,F,Universitaria,0,0,0.3620583321082111
728,synthetic,24,3,1,717,18-24,F,Secundaria,0,1,0.5056094664592065
2362,synthetic,79,8,21,2351,35-44,M,Secundaria,0,0,0.37415403364203026
2290,synthetic,76,8,39,2279,55+,M,Universitaria,0,0,0.2410915259592247
1447,synthetic,48,5,1,1436,18-24,F,Secundaria,0,1,0.59707533929767
1168,synthetic,39,4,25,1157,45-54,F,Secundaria,0,1,0.6180708654816294
942,synthetic,32,4,37,931,55+,M,Secundaria,0,0,0.2925947566211573
1808,synthetic,60,6,29,1797,45-54,M,Secundaria,0,1,0.5045236720418544
1969,synthetic,66,7,37,1958,55+,M,Secundaria,0,0,0.263224757628534
263,synthetic,9,1,16,252,25-34,M,Posgrado,0,1,0.5721461819698777
1423,synthetic,48,5,1,1412,18-24,F,Secundaria,0,1,0.59707533929767
116,synthetic,4,1,35,105,55+,F,Universitaria,0,0,0.3872144665679072
1612,synthetic,54,6,31,1601,45-54,M,Universitaria,0,0,0.43573157273396207
1300,synthetic,43,5,7,1289,18-24,M,Universitaria,0,0,0.4698843342072722
175,synthetic,6,1,4,164,18-24,F,Posgrado,0,1,0.5627508845796775
1625,synthetic,54,6,31,1614,45-54,M,Universitaria,0,0,0.43573157273396207
1927,synthetic,64,7,30,1916,45-54,M,Tecnica,1,1,0.610452673385737
1997,synthetic,67,7,12,1986,25-34,F,Posgrado,0,0,0.4796070027421895
246,synthetic,8,1,7,235,18-24,M,Universitaria,0,1,0.5263158376169196
443,synthetic,15,2,5,432,18-24,M,Secundaria,0,0,0.42693324426299445
1230,synthetic,41,5,34,1219,55+,F,Tecnica,0,0,0.4858047080898414
772,synthetic,26,3,7,761,18-24,M,Universitaria,0,0,0.3795488534760203
67,synthetic,2,1,3,56,18-24,F,Universitaria,0,1,0.5848375447419792
2020,synthetic,67,7,12,2009,25-34,F,Posgrado,0,0,0.4796070027421895
216,synthetic,7,1,38,205,55+,M,Tecnica,0,0,0.48297394407387784
520,synthetic,17,2,38,509,55+,M,Tecnica,0,0,0.32202861324969806
955,synthetic,32,4,37,944,55+,M,Secundaria,0,0,0.2925947566211573
1698,synthetic,57,6,5,1687,18-24,M,Secundaria,0,0,0.42382666466906355
15,synthetic,1,1,8,4,18-24,M,Posgrado,0,1,0.5037575453369451
834,synthetic,28,3,29,823,45-54,M,Secundaria,0,1,0.527550685218911
524,synthetic,18,2,29,513,45-54,M,Secundaria,0,1,0.5077005453523965
166,synthetic,6,1,4,155,18-24,F,Posgrado,0,1,0.5627508845796775
1037,synthetic,35,4,19,1026,35-44,F,Universitaria,0,0,0.3620583321082111
483,synthetic,16,2,22,472,35-44,M,Tecnica,0,0,0.4040072425491289
2347,synthetic,78,8,10,2336,25-34,F,Tecnica,0,1,0.689137718307322
2262,synthetic,76,8,39,2251,55+,M,Universitaria,0,0,0.2410915259592247
2403,synthetic,80,8,6,2392,18-24,M,Tecnica,0,1,0.5703318405451754
578,synthetic,19,2,28,567,45-54,F,Posgrado,1,0,0.4753148377465076
1116,synthetic,37,4,16,1105,25-34,M,Posgrado,1,0,0.45699123286027693
1234,synthetic,41,5,34,1223,55+,F,Tecnica,0,0,0.4858047080898414
34,synthetic,1,1,8,23,18-24,M,Posgrado,0,1,0.5037575453369451
2400,synthetic,80,8,6,2389,18-24,M,Tecnica,0,1,0.5703318405451754
1477,synthetic,49,5,11,1466,25-34,F,Universitaria,0,1,0.5968307949375904
2088,synthetic,70,7,14,2077,25-34,M,Tecnica,0,1,0.5985960470168
2008,synthetic,67,7,12,1997,25-34,F,Posgrado,0,0,0.4796070027421895
1347,synthetic,45,5,31,1336,45-54,M,Universitaria,0,1,0.5509650151324413
1548,synthetic,52,6,29,1537,45-54,M,Secundaria,0,1,0.5045236720418544
356,synthetic,12,2,8,345,18-24,M,Posgrado,0,0,0.3404468249681409
1600,synthetic,53,6,27,1589,45-54,F,Universitaria,0,0,0.4947001530640392
2312,synthetic,77,8,16,2301,25-34,M,Posgrado,0,0,0.46014676472651483
41,synthetic,1,1,8,30,18-24,M,Posgrado,0,1,0.5037575453369451
1273,synthetic,43,5,7,1262,18-24,M,Universitaria,0,0,0.4698843342072722
877,synthetic,29,3,22,866,35-44,M,Tecnica,0,0,0.4232890639325734
880,synthetic,29,3,22,869,35-44,M,Tecnica,0,0,0.4232890639325734
438,synthetic,15,2,5,427,18-24,M,Secundaria,0,0,0.42693324426299445
1018,synthetic,34,4,14,1007,25-34,M,Tecnica,0,1,0.6332252282042902
501,synthetic,17,2,38,490,55+,M,Tecnica,0,0,0.32202861324969806
627,synthetic,21,3,18,616,35-44,F,Tecnica,0,0,0.48201217746666825
2031,synthetic,68,7,27,2020,45-54,F,Universitaria,0,1,0.5145732902943181
2003,synthetic,67,7,12,1992,25-34,F,Posgrado,1,0,0.4796070027421895
5,observed,1,1,1,3,18-24,unknown,Universitaria,1,1,0.8471423044634049
409,synthetic,14,2,30,398,45-54,M,Tecnica,0,1,0.5944554349827691
98,synthetic,3,1,35,87,55+,F,Universitaria,0,0,0.3872144665679072
167,synthetic,6,1,4,156,18-24,F,Posgrado,0,1,0.5627508845796775
817,synthetic,27,3,14,806,25-34,M,Tecnica,0,1,0.6016459921656894
77,synthetic,3,1,35,66,55+,F,Universitaria,1,0,0.3872144665679072
1845,synthetic,62,7,16,1834,25-34,M,Posgrado,0,0,0.42093878883090646
2066,synthetic,69,7,25,2055,45-54,F,Secundaria,0,1,0.5829532179711919
298,synthetic,10,1,21,287,35-44,M,Secundaria,0,0,0.4839874878669335
1402,synthetic,47,5,12,1391,25-34,F,Posgrado,0,1,0.5749184240726525
484,synthetic,16,2,22,473,35-44,M,Tecnica,0,0,0.4040072425491289
669,synthetic,22,3,7,658,18-24,M,Universitaria,0,0,0.3795488534760203
444,synthetic,15,2,5,433,18-24,M,Secundaria,0,0,0.42693324426299445
621,synthetic,21,3,18,610,35-44,F,Tecnica,0,0,0.48201217746666825
1388,synthetic,46,5,29,1377,45-54,M,Secundaria,0,1,0.6180239668644845
1394,synthetic,47,5,12,1383,25-34,F,Posgrado,0,1,0.5749184240726525
2100,synthetic,70,7,14,2089,25-34,M,Tecnica,1,1,0.5985960470168
1511,synthetic,50,5,35,1500,55+,F,Universitaria,0,0,0.3351450093122069
752,synthetic,25,3,19,741,35-44,F,Universitaria,0,0,0.33176975334992687
1697,synthetic,57,6,5,1686,18-24,M,Secundaria,0,0,0.42382666466906355
1250,synthetic,42,5,14,1239,25-34,M,Tecnica,1,1,0.6863657259028538
1573,synthetic,53,6,27,1562,45-54,F,Universitaria,0,0,0.4947001530640392
359,synthetic,12,2,8,348,18-24,M,Posgrado,0,0,0.3404468249681409
2255,synthetic,75,8,11,2244,25-34,F,Universitaria,0,1,0.541872180501034
131,synthetic,4,1,35,120,55+,F,Universitaria,0,0,0.3872144665679072
645,synthetic,22,3,7,634,18-24,M,Universitaria,0,0,0.3795488534760203
400,synthetic,13,2,38,389,55+,M,Tecnica,0,0,0.32202861324969806
1033,synthetic,35,4,19,1022,35-44,F,Universitaria,0,0,0.3620583321082111
2365,synthetic,79,8,21,2354,35-44,M,Secundaria,0,0,0.37415403364203026
1561,synthetic,52,6,29,1550,45-54,M,Secundaria,0,1,0.5045236720418544
288,synthetic,10,1,21,277,35-44,M,Secundaria,0,0,0.4839874878669335
299,synthetic,10,1,21,288,35-44,M,Secundaria,0,0,0.4839874878669335
825,synthetic,28,3,29,814,45-54,M,Secundaria,0,1,0.527550685218911
1750,synthetic,58,6,5,1739,18-24,M,Secundaria,0,0,0.42382666466906355
1595,synthetic,53,6,27,1584,45-54,F,Universitaria,0,0,0.4947001530640392
549,synthetic,18,2,29,538,45-54,M,Secundaria,0,1,0.5077005453523965
1265,synthetic,42,5,14,1254,25-34,M,Tecnica,0,1,0.6863657259028538
2326,synthetic,78,8,10,2315,25-34,F,Tecnica,0,1,0.689137718307322
690,synthetic,23,3,19,679,35-44,F,Universitaria,0,0,0.33176975334992687
